latitude,longitude,ratio,vegetationType
10.26,-83.59,0.186718329,forest
10.26,-83.59,0.17581614,forest
10.26,-83.59,0.313968107,forest
10.26,-83.59,0.115727261,forest
10.26,-83.59,0.144574468,forest
10.26,-83.59,0.151399619,forest
10.26,-83.59,0.226050599,forest
10.26,-83.59,0.170515983,forest
10.26,-83.59,0.167210852,forest
10.26,-83.59,0.196376112,forest
10.26,-83.59,0.241159907,forest
10.26,-83.59,0.218775418,forest
23.52,111.87,0.257275666,forest
23.52,111.87,0.257289892,forest
24.52,106.4,0.263343962,forest
24.52,121.1,0.285534591,forest
25.52,108.13,0.188224277,forest
25.52,108.1,0.188744333,forest
26.52,108.58,0.09127145,forest
26.52,107.98,0.187973274,forest
26.52,108.23,0.193618881,forest
26.52,108.83,0.164257882,forest
24.77,117.76,0.185151013,forest
24.77,117.76,0.317736281,forest
25.77,101.83,0.23999663,forest
25.77,101.83,0.265410498,forest
25.77,101.83,0.41382668,forest
25.77,108.13,0.218175389,forest
26.77,104.13,0.217332011,forest
26.77,118.01,0.136701201,forest
26.77,118.01,0.142139235,forest
26.77,118.01,0.151559101,forest
26.77,118.01,0.163944568,forest
24.4548,106.3404,0.407093436,forest
28.8298,110.2631,0.227791329,forest
26.9548,107.6386,0.165938653,forest
25.5816,108.0952,0.231133532,forest
27.2057,117.1062,0.182323973,forest
25.203,111.9533,0.174262472,forest
18.703,108.8024,0.248807325,forest
27.7039,109.3425,0.255182322,forest
26.7003,109.6079,0.236801242,forest
28.1351,106.5695,0.246990638,forest
24.916667,83.1333,0.231039326,forest
24.916667,83.1333,0.24088748,forest
27.0038,117.6032,0.165408761,forest
-19.058646,48.35917,0.318502594,forest
27.127,110.2362,0.188365651,forest
28.4395,106.07,0.165698019,forest
25.0002,105.802,0.810350235,forest
2.998404,102.2817,0.350237718,forest
26.31,118.76,0.308786639,forest
26.56,117.78,0.250613046,forest
26.56,117.78,0.277777778,forest
25.4332,107.6789,0.160515473,forest
30.3064,108.9052,0.208221888,forest
26.5555,108.3112,0.161849711,forest
24.8055,108.8035,0.135119297,forest
26.8046,104.2095,0.257103825,forest
21.9287,107.6526,0.136117788,forest
25.551,107.9642,0.235011542,forest
26.4251,108.4781,0.190789474,forest
25.109,109.6307,0.160823697,forest
27.1706,108.3034,0.132948735,forest
14.58333333,98.86666667,0.146141215,forest
28.2313,114.0245,0.30759102,forest
25.2304,111.1213,0.187643371,forest
28.3554,105.8309,0.17797619,forest
26.7304,109.3585,0.22905721,forest
-3.33333,39.833333,0.260869565,forest
-3.33333,39.833333,0.285714286,forest
-3.33333,39.833333,0.368421053,forest
26.7286,110.3612,0.240291262,forest
26.8509,108.9965,0.250433025,forest
27.5393,108.4577,0.248491957,forest
23.6018,115.1016,0.138131589,forest
22.1,101.34,0.217076689,forest
23.1,111.1,0.23254206,forest
24.1,111.5,0.137220393,forest
24.1,111.5,0.219483395,forest
25.1,108.62,0.193099829,forest
25.1,113.3,0.192901708,forest
25.1,109.63,0.160853338,forest
26.1,113.77,0.220327869,forest
26.1,118.2,0.205807653,forest
26.1,118.2,0.071509526,forest
26.1,118.2,0.104414764,forest
26.1,118.2,0.137328244,forest
26.1,118.2,0.138532286,forest
26.1,118.2,0.147308782,forest
26.1,118.2,0.152711822,forest
26.1,118.2,0.158734294,forest
26.1,118.2,0.166060205,forest
26.1,118.2,0.167783237,forest
26.1,118.2,0.182941019,forest
26.1,118.2,0.183787561,forest
26.1,118.2,0.205807653,forest
26.1,118.2,0.21111212,forest
26.1,118.2,0.21150277,forest
26.1,118.2,0.214378498,forest
26.1,118.2,0.238533316,forest
26.1,118.2,0.240801984,forest
26.1,118.2,0.242196607,forest
26.1,118.2,0.246778793,forest
26.1,118.2,0.248164063,forest
26.1,118.2,0.25166749,forest
26.1,118.2,0.252937111,forest
26.1,118.2,0.258031266,forest
26.1,118.2,0.258070467,forest
26.1,118.2,0.259045863,forest
26.1,118.2,0.265366114,forest
26.1,118.2,0.267400144,forest
26.1,118.2,0.268246445,forest
26.1,118.2,0.276562973,forest
26.1,118.2,0.28408175,forest
26.1,118.2,0.285382831,forest
26.1,118.2,0.288812607,forest
26.1,118.2,0.292985318,forest
26.1,118.2,0.303629469,forest
26.1,118.2,0.306349206,forest
26.1,118.2,0.309198081,forest
26.1,118.2,0.358942317,forest
26.1,118.2,0.387402681,forest
26.1,117.5,0.233087743,forest
26.1,117.4,0.172323426,forest
27.1,118.1,0.164408794,forest
27.1,106.7,0.280502482,forest
27.1,109.35,0.266480966,forest
27.1,117.3,0.204432319,forest
27.1,118.6,0.226825267,forest
27.1,109.02,0.318286988,forest
27.1,107.8,0.314222666,forest
27.1,117.6,0.204710645,forest
28.1,106.8,0.33402984,forest
28.1,111,0.201851571,forest
29.1,110.4,0.385172882,forest
29.1,119.6,0.309390266,forest
29.1,110.9,0.221269088,forest
26.35,110.2,0.235456681,forest
26.35,113.63,0.236716493,forest
26.35,109.83,0.268460344,forest
27.35,117.49,0.141658677,forest
27.35,117.49,0.14991453,forest
27.35,117.49,0.180543383,forest
27.35,117.49,0.295395386,forest
27.35,117.49,0.299368273,forest
28.35,106.03,0.171835485,forest
28.35,105.83,0.17797619,forest
28.35,105.87,0.244119004,forest
3.7,113.7,0.201,forest
3.7,113.7,0.16,forest
3.7,113.7,0.201,forest
3.7,113.7,0.16,forest
6.15,-0.916667,0.17704918,forest
23.6,115.1,0.138131589,forest
25.6,118.62,0.257839721,forest
25.6,118.62,0.276084949,forest
25.6,118.62,0.29187374,forest
25.6,118.6166667,0.276713315,forest
25.6,85.5,0.232,forest
25.6,85.5,0.22,forest
25.6,85.5,0.232,forest
25.6,85.5,0.22,forest
25.6,109.98,0.184665807,forest
26.6,118.1,0.304364795,forest
26.6,118.1,0.220069895,forest
26.6,118.1,0.187303196,forest
26.6,117.9,0.212473973,forest
26.6,109.1,0.197309417,forest
27.6,118.5,0.235771869,forest
29.6,109.1,0.283779891,forest
1.85,103.83,0.266044635,forest
1.85,103.83,0.286358291,forest
1.85,103.83,0.293119448,forest
1.85,103.83,0.279017079,forest
1.85,103.83,0.298269809,forest
1.85,103.83,0.264844631,forest
1.85,103.83,0.298333333,forest
1.85,103.83,0.431520368,forest
1.85,103.83,0.444108063,forest
21.85,109.78,0.274914089,forest
21.85,108.7,0.287957436,forest
21.85,107.72,0.271496545,forest
24.85,109.85,0.440761026,forest
26.85,108.98,0.250433025,forest
-2.490121,29.199666,1.65248731,forest
27.5321,108.3709,0.275263775,forest
25.2812,99.7377,0.377001862,forest
24.533,101.0073,0.437346365,forest
26.7205,110.1218,0.19957546,forest
29.783,110.1368,0.267252054,forest
25.2169,107.952,0.188435374,forest
24.4044,106.3118,0.230845881,forest
26.7794,104.1392,0.217332011,forest
28.6526,106.1666,0.171113776,forest
5.5166667,-4.0666667,0.103375527,forest
25.7758,108.1358,0.218175389,forest
26.3374,108.1624,0.184713753,forest
28.4017,114.5093,0.23871947,forest
24.9017,112.8065,0.188950926,forest
24.5865,108.289,0.134851663,forest
26.3356,108.0008,0.100146021,forest
24.8356,110.8224,0.1907595,forest
25.4588,109.9714,0.19885744,forest
26.7079,110.6081,0.22439345,forest
3.146012,102.419098,0.176878613,forest
21.7043,109.6086,0.32826239,forest
0.833333,24.4166667,0.336375489,forest
0.833333,24.4166667,0.187345933,forest
0.833333,24.4166667,0.25785124,forest
21.14,110.06,0.158726443,forest
21.14,110.06,0.162557738,forest
27.14,118.13,0.211777495,forest
27.14,118.13,0.235596923,forest
24.39,106.39,0.168116557,forest
24.39,106.39,0.215996752,forest
24.39,106.39,0.239713775,forest
24.39,106.39,0.249638989,forest
28.39,114.12,0.218647645,forest
28.39,114.12,0.221851478,forest
28.39,114.12,0.228190104,forest
28.39,114.12,0.229224947,forest
28.39,114.12,0.230171982,forest
28.39,114.12,0.231127864,forest
28.39,114.12,0.243376463,forest
28.39,114.12,0.243386868,forest
28.39,114.12,0.24357507,forest
28.39,114.12,0.243589744,forest
28.39,114.12,0.252201362,forest
28.39,114.12,0.256066229,forest
28.39,114.12,0.258484555,forest
28.39,114.12,0.261143876,forest
28.39,114.12,0.275972296,forest
25.4525,109.9393,0.218068536,forest
26.64,118.18,0.162675159,forest
26.64,118.18,0.163452709,forest
26.64,118.18,0.171495146,forest
26.64,118.18,0.188132318,forest
26.64,118.18,0.232739421,forest
26.64,118.18,0.258021686,forest
23.2007,113.2015,0.138018433,forest
28.3257,105.874,0.192610539,forest
18.693543,108.900525,0.077328891,forest
23.573,108.3652,0.27972028,forest
28.5712,106.4875,0.142674435,forest
26.2569,113.3622,0.219237584,forest
26.006,110.605,0.166281258,forest
25.506,108.4598,0.173794584,forest
23.881,110.8835,0.220515971,forest
25.3756,99.7494,0.079928476,forest
26.0015,119.3014,0.185785191,forest
25.8765,99.6213,0.07389575,forest
4.849799,-2.114053,0.103875827,forest
4.696836,103.415187,0.1,forest
26.3095,114.5036,0.202550466,forest
-2.469861,29.20591,0.898210291,forest
10.732695,103.992423,0.171532847,forest
28.3068,111.1064,0.220198546,forest
25.3077,109.0904,0.217741935,forest
25.5577,107.9245,0.197771195,forest
28.6827,107.7101,0.211966297,forest
26.18,110.17,0.270390554,forest
22.43,101.09,0.077846405,forest
22.43,101.09,0.175870519,forest
22.43,101.09,0.176853933,forest
22.43,101.09,0.199738714,forest
22.43,101.09,0.219650655,forest
22.43,101.09,0.256154629,forest
22.43,101.09,0.303972366,forest
22.43,101.09,0.342402679,forest
22.43,101.09,0.492481203,forest
24.43,111.77,0.223579719,forest
24.43,111.77,0.264412238,forest
24.43,111.77,0.272110766,forest
24.43,111.77,0.285746152,forest
24.43,111.77,0.288336294,forest
24.43,108.69,0.157877015,forest
24.43,108.69,0.168493397,forest
24.43,108.69,0.20867143,forest
24.43,108.69,0.233615611,forest
25.43,106.97,0.217555405,forest
25.43,99.68,0.348957842,forest
25.43,99.62,0.161988239,forest
25.43,99.73,0.130768086,forest
25.43,107.67,0.160515473,forest
25.43,108.13,0.175651659,forest
26.43,106.67,0.330129016,forest
26.43,113.73,0.204426455,forest
26.43,118.48,0.204818008,forest
26.43,110.12,0.205903171,forest
28.43,106.07,0.165698019,forest
28.43,106.18,0.199094596,forest
21.68,110.42,0.194447698,forest
22.68,112.9,0.048486601,forest
22.68,112.9,0.135599242,forest
22.68,112.9,0.24749059,forest
22.68,112.9,0.265843939,forest
22.68,112.9,0.280182513,forest
22.68,112.9,0.2845953,forest
22.68,112.9,0.292333614,forest
22.68,112.9,0.29751318,forest
22.68,112.9,0.409029038,forest
25.68,105.13,0.136835522,forest
25.68,117.72,0.155301145,forest
25.68,117.72,0.166372722,forest
25.68,116.9,0.251844831,forest
28.68,108.13,0.196939731,forest
28.68,107.72,0.211966297,forest
26.93,117.76,0.111641904,forest
26.93,117.76,0.147117609,forest
26.93,117.76,0.225904989,forest
26.93,117.76,0.249398048,forest
26.93,117.76,0.254227105,forest
26.93,117.76,0.288700196,forest
26.93,117.76,0.362199902,forest
26.93,117.76,0.379954601,forest
26.93,110.18,0.202191465,forest
24.3023,114.4068,0.239322034,forest
25.6764,110.2861,0.202970297,forest
24.2362,111.7709,0.135112852,forest
26.2362,99.3862,0.331387857,forest
24.4237,108.6872,0.168493397,forest
4.874657,-2.08176,0.128893166,forest
26.1094,113.7673,0.220327869,forest
19.48333333,110.7333333,0.233517674,forest
19.48333333,110.7333333,0.415771199,forest
28.48333333,109.4,0.134166667,forest
28.3585,105.8704,0.244119004,forest
24.20243,101.534207,0.355101131,forest
19.08611111,100.6172222,0.313114754,forest
27.1067,118.6015,0.226778757,forest
3.220853,101.832611,0.260415674,forest
28.205721,81.924951,0.087738444,forest
26.6022,109.1022,0.197309417,forest
23.16666667,112.5666667,0.469,forest
23.16666667,112.5666667,0.536,forest
23.16666667,112.5666667,0.3584201,forest
23.16666667,112.5666667,0.421299639,forest
22.41666667,101.0833333,0.225667637,forest
22.66666667,112.8333333,0.40906513,forest
22.66666667,112.8333333,0.134012172,forest
22.66666667,112.8333333,0.048674279,forest
22.66666667,112.8333333,0.24749059,forest
22.66666667,112.8333333,0.2845953,forest
1.340524,103.802716,0.247225411,forest
27.0361,109.4355,0.223336372,forest
23.22,113.71,0.188012946,forest
23.22,113.71,0.199538738,forest
23.22,113.72,0.311681147,forest
25.22,107.78,0.20289045,forest
25.22,107.95,0.188435374,forest
25.22,107.98,0.19779228,forest
25.22,107.92,0.207431046,forest
25.22,101.43,0.133086876,forest
26.22,117.23,0.163339731,forest
26.22,117.23,0.18733175,forest
26.22,117.23,0.236723029,forest
26.22,117.23,0.26368903,forest
27.22,104.88,0.1380674,forest
28.22,108.8,0.255821372,forest
29.22,107.43,0.160481444,forest
24.47,112.75,0.410396717,forest
25.47,107.78,0.178056861,forest
26.47,119.02,0.471310116,forest
26.47,119.02,0.519066734,forest
26.47,119.02,0.523888429,forest
26.47,119.02,0.695797198,forest
26.47,117.95,0.127487081,forest
26.47,117.95,0.165014692,forest
26.47,117.95,0.172720819,forest
26.47,117.95,0.187331845,forest
26.47,117.95,0.214562513,forest
26.47,117.95,0.225036063,forest
26.47,117.95,0.230136732,forest
26.47,117.95,0.246195049,forest
26.47,117.95,0.262986049,forest
26.47,117.95,0.323326572,forest
26.47,117.95,0.332602139,forest
26.47,117.95,0.358717435,forest
26.47,117.95,0.38595473,forest
28.47,104.59,0.197200494,forest
28.47,104.59,0.205815279,forest
28.47,104.59,0.227946366,forest
28.47,104.59,0.230443975,forest
28.47,104.59,0.243639922,forest
28.47,106.97,0.098524173,forest
28.47,107.53,0.250417014,forest
25.72,99.5,0.062249101,forest
25.72,99.38,0.091139241,forest
26.72,110.37,0.240291262,forest
26.72,110.12,0.199608692,forest
25.97,117.2,0.175828748,forest
25.97,117.2,0.262742283,forest
25.97,117.2,0.449219819,forest
25.97,110.28,0.277507015,forest
25.97,117.35,0.212473506,forest
25.97,117.35,0.285615103,forest
27.97,108.6,0.182932635,forest
28.97,108.18,0.19000602,forest
26.4093,108.2034,0.30074865,forest
4.258035,102.577828,0.210555217,forest
-2.456985,29.243626,1.800089395,forest
28.4066,114.6033,0.177279037,forest
28.6566,107.1899,0.25547217,forest
22.9066,114.706,0.225472193,forest
-1.868217,110.167058,0.256835938,forest
26.5289,108.2311,0.193618881,forest
24.836,121.5772,0.286075949,forest
26.8378,109.7507,0.256247521,forest
25.2101,107.994,0.197819747,forest
26.8351,109.7557,0.06469349,forest
23.4565,111.8859,0.257272921,forest
25.9565,108.9601,0.185989449,forest
25.3333,83,0.233449477,forest
25.3333,83,0.214446953,forest
25.3333,83,0.168469861,forest
23.1377,112.5858,0.456989247,forest
28.1359,108.9231,0.254683682,forest
25.5091,108.6195,0.2347643,forest
26.5091,113.7098,0.180912406,forest
26.26,117.46,0.295140338,forest
28.76,110.03,0.150213447,forest
28.76,110.03,0.156715318,forest
28.76,110.03,0.179737903,forest
28.76,110.03,0.181151571,forest
25.5073,99.1468,0.339637791,forest
26.8805,104.337,0.134057214,forest
26.4394,110.1214,0.205903171,forest
26.001,101.701,0.120135656,forest
26.9385,110.1901,0.202168147,forest
25.4376,106.9651,0.217555405,forest
7.5833333,99.75,0.087027468,forest
7.5833333,99.75,0.101971448,forest
21.882891,101.307408,0.275082114,forest
26.809,109.5038,0.20282174,forest
26.5554,109.3984,0.157616631,forest
21.6804,110.4263,0.194447698,forest
26.1822,110.1672,0.270390554,forest
24.8063,114.4064,0.226957192,forest
4.84157,-2.117045,0.104402244,forest
2.98333,102.3,0.084258469,forest
26.4277,108.273,0.194062765,forest
21.94722222,101.2452778,0.144316077,forest
25.1741,110.6415,0.184491088,forest
25.05,83.216667,0.244215938,forest
25.05,83.22,0.244215938,forest
27.05,106.82,0.157515752,forest
27.05,118.32,0.126538205,forest
27.05,118.32,0.134416938,forest
27.05,118.32,0.14810958,forest
27.05,118.32,0.17512275,forest
27.05,118.32,0.175966746,forest
27.05,118.32,0.180294358,forest
27.05,118.32,0.191114837,forest
27.05,118.32,0.196878147,forest
27.05,118.32,0.21316166,forest
27.05,118.32,0.224761905,forest
27.05,118.32,0.227642276,forest
27.05,107.58,0.181796263,forest
27.05,104.65,0.130734633,forest
30.05,109.12,0.203511572,forest
-6.575,106.5083333,0.183067138,forest
-6.575,106.5083333,0.246408207,forest
-6.575,106.5083333,0.228116622,forest
-6.575,106.5083333,0.256562846,forest
-6.575,106.5083333,0.203703704,forest
-6.575,106.5083333,0.26320065,forest
-6.575,106.5083333,0.13388203,forest
-6.575,106.5083333,0.270811587,forest
-6.575,106.5083333,0.177121587,forest
-6.575,106.5083333,0.207964158,forest
-6.575,106.5083333,0.19082791,forest
-6.575,106.5083333,0.160122909,forest
-6.575,106.5083333,0.154505422,forest
-6.575,106.5083333,0.291421857,forest
-6.575,106.5083333,0.235099338,forest
-6.575,106.5083333,0.205673759,forest
-6.575,106.5083333,0.152878568,forest
-6.575,106.5083333,0.165647174,forest
-6.575,106.5083333,0.11409943,forest
-6.575,106.5083333,0.230769231,forest
-6.575,106.5083333,0.207032905,forest
-6.575,106.5083333,0.18884824,forest
-6.575,106.5083333,0.191573168,forest
-6.575,106.5083333,0.229019211,forest
-6.575,106.5083333,0.235001245,forest
-6.575,106.5083333,0.144452718,forest
-6.575,106.5083333,0.236414206,forest
-6.575,106.5083333,0.229179276,forest
-6.575,106.5083333,0.160505166,forest
-6.575,106.5083333,0.245431855,forest
-6.575,106.5083333,0.194978058,forest
-6.575,106.5083333,0.335744416,forest
-6.575,106.5083333,0.30098466,forest
-6.575,106.5083333,0.364408897,forest
-6.575,106.5083333,0.187682181,forest
-6.575,106.5083333,0.167588496,forest
-6.575,106.5083333,0.180264533,forest
-6.575,106.5083333,0.343537,forest
-6.575,106.5083333,0.232833186,forest
-6.575,106.5083333,0.194353519,forest
-6.575,106.5083333,0.172922992,forest
-6.575,106.5083333,0.211558669,forest
8.65,-78.15,0.128712871,forest
8.65,-78.15,0.745454545,forest
8.65,-78.15,0.173076923,forest
8.65,-78.15,0.44375,forest
18.3,-65.833333,0.079411765,forest
18.3,-65.833333,0.0456,forest
18.3,-65.833333,0.340625,forest
18.3,-65.833333,0.195412844,forest
18.3,-65.833333,0.173611111,forest
21.3,103.9,0.25987526,forest
24.3,114.4,0.239322034,forest
25.3,107.87,0.206279301,forest
25.3,117.43,0.151101073,forest
25.3,117.43,0.154959272,forest
25.3,117.43,0.166306695,forest
25.3,117.43,0.175734452,forest
25.3,117.43,0.17724143,forest
25.3,109.08,0.217741935,forest
25.3,111.3,0.30292086,forest
25.3,118.35,0.265972551,forest
25.3,118.35,0.26702567,forest
25.3,118.35,0.293628809,forest
26.3,108,0.259937304,forest
26.3,114.5,0.202538884,forest
26.3,118.7,0.217538839,forest
26.3,107.97,0.209459459,forest
26.3,108.4882,0.184464902,forest
26.3,108.48,0.184464902,forest
27.3,114.6,0.201162655,forest
27.3,117.3,0.445307946,forest
27.3,117.4,0.163531882,forest
28.3,111.1,0.220198546,forest
29.3,110.1,0.1753192,forest
30.3,108.9,0.208229518,forest
22.55,101.1,0.246030203,forest
22.55,101.1,0.278661425,forest
22.55,109.98,0.219319938,forest
24.55,101.0333333,0.358017048,forest
24.55,101.0333333,0.428745847,forest
25.55,107.03,0.185380425,forest
25.55,107.92,0.197771195,forest
25.55,107.97,0.235026204,forest
25.55,107.88,0.192085738,forest
26.55,108.32,0.161814636,forest
26.55,109.38,0.15762211,forest
27.55,117.2,0.118,forest
-3.1,-60,0.31996062,forest
4.2,114.1,0.249,forest
4.2,114.1,0.232,forest
4.2,114.1,1.163,forest
4.2,114.1,0.387,forest
4.2,114.1,0.225,forest
4.2,114.1,0.207,forest
4.2,114.1,0.679,forest
4.2,114.1,0.121,forest
4.2,114.1,0.334,forest
4.2,114.1,0.246,forest
4.2,114.1,0.215,forest
4.2,114.1,0.337,forest
4.2,114.1,0.074,forest
4.2,114.1,0.335,forest
4.2,114.1,0.196,forest
4.2,114.1,0.142,forest
4.2,114.1,0.244,forest
4.2,114.1,0.193,forest
4.2,114.1,0.287,forest
4.2,114.1,0.249,forest
4.2,114.1,0.232,forest
4.2,114.1,1.163,forest
4.2,114.1,0.387,forest
4.2,114.1,0.225,forest
4.2,114.1,0.207,forest
4.2,114.1,0.679,forest
4.2,114.1,0.121,forest
4.2,114.1,0.334,forest
4.2,114.1,0.246,forest
4.2,114.1,0.215,forest
4.2,114.1,0.337,forest
4.2,114.1,0.074,forest
4.2,114.1,0.335,forest
4.2,114.1,0.196,forest
4.2,114.1,0.142,forest
4.2,114.1,0.244,forest
4.2,114.1,0.193,forest
4.2,114.1,0.287,forest
5.7,-4.1,0.108888889,forest
10.4,-84,0.222,forest
10.4,-84,0.31,forest
10.4,-84,0.339,forest
10.4,-84,0.269,forest
10.4,-84,0.333,forest
10.4,-84,0.314,forest
10.4,-84,0.341,forest
10.4,-84,0.07,forest
10.4,-84,0.125,forest
10.4,-84,0.271,forest
10.4,-84,0.25,forest
10.4,-84,0.285,forest
10.4,-84,0.348,forest
10.4,-84,0.251,forest
10.4,-84,0.33,forest
10.4,-84,0.222,forest
10.4,-84,0.31,forest
10.4,-84,0.339,forest
10.4,-84,0.269,forest
10.4,-84,0.333,forest
10.4,-84,0.314,forest
10.4,-84,0.341,forest
10.4,-84,0.07,forest
10.4,-84,0.125,forest
10.4,-84,0.271,forest
10.4,-84,0.25,forest
10.4,-84,0.285,forest
10.4,-84,0.348,forest
10.4,-84,0.251,forest
10.4,-84,0.33,forest
19.8,109.47,0.165177283,forest
19.8,109.47,0.170641474,forest
19.8,109.47,0.174957646,forest
19.8,109.47,0.180532975,forest
23.8,109.7,0.195252021,forest
24.8,111.5,0.184173865,forest
24.8,114.15,0.142293435,forest
24.8,106.28,0.073282056,forest
25.8,99.08,0.316917173,forest
25.8,110,0.219382433,forest
25.8,116.3,0.208739452,forest
25.8,117.2,0.241958829,forest
25.8,110.6,0.137225549,forest
26.8,109.9,0.294440094,forest
26.8,118.2,0.215828655,forest
26.8,117.9,0.168311037,forest
26.8,117.9,0.201833639,forest
26.8,118.3,0.212284806,forest
26.8,104.2,0.190488334,forest
26.8,104.2,0.257016046,forest
26.8,117.8,0.176099852,forest
26.8,117.92,0.198675497,forest
26.8,109.5,0.202791884,forest
30.8,110.03,0.231632227,forest
30.8,110.03,0.247024821,forest
30.8,110.03,0.269497246,forest
30.8,110.03,0.278834225,forest
30.8,110.03,0.32843533,forest
0.9,110.7,0.209,forest
0.9,110.7,0.209,forest
1.05,110.9166667,0.290731707,forest
1.05,110.917,0.335147956,forest
1.05,110.917,0.247890812,forest
1.05,110.917,0.232345786,forest
1.05,110.917,0.245900546,forest
1.05,110.917,0.335147956,forest
1.05,110.917,0.073789533,forest
1.05,110.917,0.343620359,forest
1.05,110.917,0.317296918,forest
1.05,110.917,0.424488622,forest
1.05,110.917,0.386183216,forest
1.05,110.917,0.220784347,forest
1.05,110.917,0.185343879,forest
1.05,110.917,0.232441601,forest
1.05,110.917,0.226580726,forest
1.05,110.917,0.265230737,forest
1.05,110.917,0.128467879,forest
1.05,110.917,0.19414585,forest
1.05,110.917,0.197680731,forest
1.05,110.917,0.173377529,forest
1.05,110.917,0.22206544,forest
1.05,110.917,0.206678084,forest
1.05,110.917,0.334674848,forest
1.05,110.917,0.073789533,forest
1.05,110.917,0.333836115,forest
-2.568435,29.21249,1.25694904,forest
21.550137,100.941656,0.232054659,forest
-2.4433,29.243354,1.800089395,forest
21.879119,101.275885,0.245988549,forest
29.1071,119.6053,0.204812737,forest
25.7294,99.5038,0.062255592,forest
28.2312,110.5903,0.224223118,forest
29.1026,110.909,0.221269088,forest
26.6017,118.1001,0.187316755,forest
25.9088,110.1026,0.138121547,forest
26.5329,108.9181,0.227265087,forest
18.43771,102.977552,0.138686131,forest
26.532,110.5679,0.240695585,forest
25.5311,110.1068,0.217716115,forest
25.4052,106.3666,0.20797072,forest
2.983333333,102.3,0.176199262,forest
26.5293,108.5952,0.091302291,forest
23.9043,112.1085,0.193000184,forest
26.0275,108.205,0.248348256,forest
27.09,118.59,0.169179495,forest
27.09,118.59,0.180534351,forest
27.09,118.59,0.19654573,forest
27.09,118.59,0.203121926,forest
27.09,118.59,0.246778917,forest
27.09,118.59,0.286703061,forest
27.09,118.59,0.287798713,forest
27.09,118.59,0.300866258,forest
27.09,118.59,0.301112573,forest
27.09,118.59,0.305160985,forest
27.09,118.59,0.313145661,forest
27.09,118.59,0.332527532,forest
27.09,118.59,0.347763348,forest
27.09,118.59,0.350846262,forest
27.09,118.59,0.367076923,forest
26.4596,100.763,0.107996459,forest
3.585818,101.262456,0.25743073,forest
25.2114,107.9149,0.207431046,forest
28.2739,110.6387,0.219668266,forest
2.981081,102.336514,0.156312731,forest
25.7069,110.0072,0.172199233,forest
24.9533,112.8699,0.278113763,forest
18.7051,108.8088,0.175341722,forest
2.983333,102.3,0.074943439,forest
26.4542,108.557,0.194787716,forest
27.139,104.5702,0.233035465,forest
28.389,113.6913,0.274281919,forest
27.41138889,114.5630556,0.193269853,forest
27.8247,108.6027,0.261791864,forest
26.8863,107.8339,0.110695768,forest
26.2006,107.9762,0.234288674,forest
25.7577,104.6116,0.228293011,forest
28.1336,110.4719,0.195900567,forest
23.7559,105.0889,0.167723343,forest
22.13,106.82,0.224384586,forest
22.13,106.82,0.226645588,forest
22.13,106.82,0.260501059,forest
23.13,111.83,0.161043064,forest
23.13,111.83,0.168438495,forest
23.13,111.83,0.173324835,forest
23.13,111.83,0.224922003,forest
23.13,111.83,0.246841755,forest
23.13,111.83,0.262966333,forest
23.13,111.83,0.286217617,forest
23.13,111.83,0.394714095,forest
23.13,111.83,0.504461587,forest
23.13,111.83,0.546153846,forest
23.13,111.83,0.895417602,forest
23.13,112.58,0.456989247,forest
26.13,99.38,0.163855189,forest
27.13,104.57,0.233035465,forest
27.13,107.67,0.172758256,forest
28.13,109.25,0.205534285,forest
28.13,108.92,0.254683682,forest
28.13,110.47,0.195926201,forest
28.13,106.57,0.246990638,forest
23.38,109.95,0.216057996,forest
24.38,105.85,0.161662818,forest
24.38,105.85,0.167123288,forest
24.38,105.85,0.167674731,forest
24.38,105.85,0.170057944,forest
24.38,105.85,0.172105191,forest
24.38,105.85,0.177988122,forest
24.38,105.85,0.180985778,forest
24.38,105.85,0.184553469,forest
24.38,105.85,0.191873046,forest
25.38,109.75,0.168507371,forest
25.38,108.0618,0.171568014,forest
26.38,117.79,0.148609787,forest
26.38,117.79,0.188655724,forest
26.38,117.79,0.213788134,forest
26.38,117.79,0.243071386,forest
26.38,117.79,0.250028845,forest
28.38,113.68,0.274281919,forest
28.38,109.54,0.134102808,forest
26.63,117.95,0.130261718,forest
26.63,117.95,0.130806082,forest
26.63,117.95,0.143335867,forest
26.63,117.95,0.160377813,forest
26.63,117.95,0.190915493,forest
26.63,117.95,0.213465798,forest
26.63,117.95,0.223957376,forest
26.63,109.35,0.123165284,forest
28.63,106.38,0.18472939,forest
6.22,-5.03,0.467532468,forest
6.22,-5.03,0.407079646,forest
6.22,-5.03,0.416909621,forest
6.22,-5.03,0.457044674,forest
19.88,110.62,0.709067646,forest
21.88,101.29,0.180013021,forest
21.88,101.29,0.19687804,forest
21.88,101.29,0.200051748,forest
21.88,101.29,0.210764342,forest
21.88,101.29,0.211170107,forest
21.88,101.29,0.221840153,forest
21.88,101.29,0.223348289,forest
21.88,101.29,0.225227169,forest
21.88,101.29,0.240576445,forest
21.88,101.29,0.249714948,forest
21.88,101.29,0.261182055,forest
21.88,101.29,0.275182051,forest
23.88,110.88,0.220515971,forest
24.88,108.93,0.169219331,forest
25.88,99.7424,0.109753788,forest
25.88,111.77,0.264516129,forest
26.88,104.33,0.134057214,forest
26.88,107.83,0.110695768,forest
